date,home_team,away_team,home_score,away_score,tournament,neutral
2024-02-12,Nigeria,Saudi Arabia,1,0,Africa Cup of Nations,1
2024-02-12,Algeria,South Africa,1,0,AFC Asian Cup,0
2024-02-12,Algeria,Australia,2,0,UEFA Euro,0
2024-02-12,Chile,USA,0,2,AFC Asian Cup,1
2024-02-12,Croatia,South Korea,0,1,UEFA Euro,1
2024-02-27,Ghana,Colombia,0,1,Copa America,1
2024-02-27,Brazil,Ecuador,2,0,Copa America,1
2024-02-27,Poland,Austria,3,0,Friendly,1
2024-02-27,Turkey,England,0,0,Africa Cup of Nations,0
2024-02-27,Peru,South Korea,0,2,Friendly,1
2024-02-27,Costa Rica,Spain,0,2,Nations League,1
2024-02-27,Denmark,Qatar,2,0,Africa Cup of Nations,0
2024-02-27,Tunisia,Brazil,0,1,AFC Asian Cup,1
2024-02-27,Switzerland,Algeria,0,1,Nations League,1
2024-02-27,Sweden,Costa Rica,0,2,Friendly,1
2024-02-27,Peru,Panama,2,3,Copa America,1
2024-02-27,Brazil,Ghana,0,0,Nations League,0
2024-02-27,Italy,Portugal,1,3,Africa Cup of Nations,1
2024-02-27,Uzbekistan,South Korea,0,0,UEFA Euro,0
2024-02-27,Morocco,Ghana,1,0,Africa Cup of Nations,1
2024-02-27,Ecuador,South Korea,0,0,Nations League,0
2024-02-27,Germany,Egypt,1,2,Nations League,1
2024-02-27,Panama,Brazil,2,0,UEFA Euro,1
2024-02-27,England,Costa Rica,1,3,Africa Cup of Nations,1
2024-02-27,Morocco,Australia,2,0,Friendly,0
2024-03-12,Colombia,Italy,0,4,Copa America,0
2024-03-12,Uzbekistan,Iran,0,0,Africa Cup of Nations,1
2024-03-12,England,Austria,2,2,Friendly,0
2024-03-12,Wales,Austria,2,0,Africa Cup of Nations,0
2024-03-12,Senegal,France,2,1,Copa America,0
2024-03-12,USA,Australia,0,1,AFC Asian Cup,1
2024-03-12,USA,Switzerland,0,4,World Cup Qualification,1
2024-03-12,Jamaica,Portugal,0,1,UEFA Euro,1
2024-03-12,Panama,Brazil,2,1,Copa America,0
2024-03-12,Colombia,Spain,0,0,Copa America,0
2024-03-12,Argentina,Ukraine,2,0,Copa America,1
2024-03-12,Brazil,Italy,2,0,AFC Asian Cup,0
2024-03-12,Italy,Denmark,0,0,Friendly,1
2024-03-12,Jamaica,Canada,1,0,AFC Asian Cup,0
2024-03-12,Ukraine,Tunisia,1,1,AFC Asian Cup,0
2024-03-12,Belgium,Mexico,2,0,Friendly,1
2024-03-12,Chile,South Africa,2,0,UEFA Euro,0
2024-03-12,England,Belgium,2,0,UEFA Euro,0
2024-03-12,Germany,Sweden,3,0,AFC Asian Cup,0
2024-03-31,Spain,Iran,1,0,Africa Cup of Nations,1
2024-03-31,Argentina,Egypt,1,0,Africa Cup of Nations,1
2024-03-31,Argentina,Tunisia,3,0,Friendly,1
2024-03-31,Iraq,Ecuador,0,1,UEFA Euro,1
2024-03-31,Turkey,Australia,0,0,Copa America,1
2024-03-31,Qatar,Colombia,0,3,Copa America,1
2024-03-31,Australia,Spain,1,0,UEFA Euro,0
2024-03-31,Denmark,Switzerland,2,1,Nations League,1
2024-03-31,Algeria,England,0,3,Friendly,0
2024-03-31,Portugal,Croatia,0,0,Friendly,0
2024-03-31,Japan,Poland,5,4,Copa America,0
2024-03-31,New Zealand,Egypt,0,1,UEFA Euro,1
2024-03-31,Chile,Denmark,0,1,Friendly,0
2024-03-31,Croatia,Italy,0,0,AFC Asian Cup,0
2024-03-31,Portugal,Poland,1,0,UEFA Euro,0
2024-03-31,Poland,Japan,2,0,Copa America,1
2024-03-31,Argentina,Panama,3,0,Africa Cup of Nations,0
2024-03-31,USA,Cameroon,3,0,UEFA Euro,0
2024-03-31,Ukraine,Saudi Arabia,0,0,AFC Asian Cup,1
2024-03-31,Italy,Uzbekistan,1,0,Nations League,1
2024-04-20,Switzerland,Jamaica,0,0,Friendly,0
2024-04-20,Saudi Arabia,Ukraine,1,0,Friendly,0
2024-04-20,Netherlands,Mexico,1,0,AFC Asian Cup,0
2024-04-20,Turkey,Brazil,2,2,Friendly,0
2024-04-20,South Africa,Ghana,1,0,World Cup Qualification,0
2024-04-20,USA,Iraq,1,0,UEFA Euro,0
2024-04-20,England,Germany,2,0,Copa America,1
2024-04-20,Peru,Egypt,0,0,Friendly,0
2024-04-20,Argentina,Turkey,1,3,Copa America,1
2024-04-20,Panama,Ukraine,1,3,UEFA Euro,1
2024-04-20,England,Germany,0,2,Nations League,0
2024-04-20,Nigeria,Japan,3,2,UEFA Euro,0
2024-04-20,Argentina,South Africa,0,2,Friendly,1
2024-04-20,Turkey,Denmark,1,0,Nations League,0
2024-04-20,Iran,Senegal,0,5,Friendly,1
2024-04-20,France,Ukraine,3,0,AFC Asian Cup,1
2024-04-20,Cameroon,Iraq,1,0,Africa Cup of Nations,1
2024-05-11,Panama,Turkey,0,1,Friendly,1
2024-05-11,Netherlands,Portugal,0,1,UEFA Euro,0
2024-05-11,Ghana,England,0,0,AFC Asian Cup,0
2024-05-11,Uruguay,Canada,2,0,UEFA Euro,1
2024-05-11,Iran,Spain,3,1,Nations League,1
2024-05-11,Egypt,Cameroon,1,2,Africa Cup of Nations,1
2024-05-11,Algeria,Panama,2,1,Africa Cup of Nations,0
2024-05-11,Chile,Colombia,3,1,Africa Cup of Nations,0
2024-05-11,Qatar,Wales,2,0,Friendly,0
2024-05-11,Italy,Japan,1,0,Copa America,0
2024-05-11,Jamaica,Algeria,1,0,World Cup Qualification,1
2024-05-11,Senegal,Iran,1,3,UEFA Euro,1
2024-05-11,Senegal,Denmark,2,2,UEFA Euro,0
2024-05-11,Jamaica,Ecuador,3,0,Africa Cup of Nations,0
2024-05-11,Iraq,Saudi Arabia,1,1,AFC Asian Cup,1
2024-05-11,Tunisia,Ghana,0,0,Nations League,1
2024-05-11,South Africa,Argentina,0,0,AFC Asian Cup,1
2024-05-11,Wales,Morocco,1,0,Nations League,0
2024-05-11,Ukraine,Morocco,3,0,UEFA Euro,0
2024-05-11,Sweden,Ecuador,2,1,Africa Cup of Nations,1
2024-05-11,Costa Rica,Chile,0,1,Copa America,1
2024-05-11,Iran,Germany,0,2,Africa Cup of Nations,1
2024-06-03,Argentina,USA,0,4,AFC Asian Cup,1
2024-06-03,Algeria,South Korea,2,3,Copa America,0
2024-06-03,England,Wales,1,2,Friendly,1
2024-06-03,Tunisia,Panama,1,0,AFC Asian Cup,0
2024-06-03,Switzerland,Spain,0,1,Nations League,0
2024-06-03,Denmark,Mexico,2,0,Friendly,0
2024-06-03,Portugal,South Africa,3,1,Friendly,1
2024-06-03,Belgium,Denmark,1,1,World Cup Qualification,1
2024-06-03,Iran,Portugal,0,1,UEFA Euro,1
2024-06-03,Jamaica,Japan,1,1,Africa Cup of Nations,0
2024-06-03,South Korea,Turkey,1,3,World Cup Qualification,0
2024-06-03,Senegal,Turkey,2,0,Africa Cup of Nations,1
2024-06-27,Costa Rica,Jamaica,0,1,UEFA Euro,0
2024-06-27,Tunisia,Panama,0,2,AFC Asian Cup,1
2024-06-27,Denmark,Japan,2,0,UEFA Euro,0
2024-06-27,Italy,Denmark,2,0,UEFA Euro,1
2024-06-27,Algeria,Canada,3,0,World Cup Qualification,0
2024-06-27,Canada,Nigeria,2,3,Africa Cup of Nations,1
2024-06-27,Mexico,Chile,1,3,Friendly,1
2024-06-27,South Africa,Italy,3,0,Africa Cup of Nations,0
2024-06-27,Wales,Colombia,0,3,AFC Asian Cup,0
2024-06-27,Mexico,Panama,3,0,Africa Cup of Nations,0
2024-06-27,Uruguay,Argentina,0,0,Copa America,0
2024-06-27,Sweden,Panama,0,3,Copa America,0
2024-06-27,Qatar,USA,2,1,World Cup Qualification,0
2024-06-27,Australia,Morocco,1,0,UEFA Euro,1
2024-06-27,Ghana,USA,1,0,Friendly,0
2024-06-27,Ukraine,Morocco,0,0,UEFA Euro,0
2024-06-27,South Africa,USA,1,0,UEFA Euro,0
2024-07-14,Switzerland,Brazil,1,1,Africa Cup of Nations,1
2024-07-14,USA,Japan,2,2,Friendly,1
2024-07-14,Iran,Japan,1,0,Africa Cup of Nations,1
2024-07-14,Egypt,Spain,4,2,Nations League,1
2024-07-14,Uruguay,Mexico,2,0,Nations League,1
2024-07-14,Cameroon,USA,0,3,UEFA Euro,0
2024-07-14,Algeria,France,1,0,Africa Cup of Nations,1
2024-07-14,Uruguay,Tunisia,1,0,Copa America,0
2024-07-14,Denmark,Ghana,1,1,Copa America,0
2024-07-14,Jamaica,USA,0,3,Nations League,1
2024-07-14,Tunisia,Panama,3,4,AFC Asian Cup,0
2024-07-14,Mexico,Egypt,2,1,AFC Asian Cup,1
2024-07-14,Saudi Arabia,Ukraine,0,0,World Cup Qualification,0
2024-07-14,Croatia,Canada,0,1,Africa Cup of Nations,1
2024-07-14,Costa Rica,Croatia,2,1,AFC Asian Cup,1
2024-07-14,Panama,Saudi Arabia,2,2,Nations League,0
2024-07-14,Iraq,Sweden,0,0,World Cup Qualification,0
2024-07-14,Netherlands,Colombia,0,0,Nations League,1
2024-07-14,Morocco,England,1,0,Copa America,0
2024-07-14,Algeria,Brazil,1,0,UEFA Euro,0
2024-07-14,Portugal,Qatar,0,2,World Cup Qualification,0
2024-07-14,Panama,South Korea,3,1,Africa Cup of Nations,1
2024-07-14,Ecuador,USA,0,0,Nations League,1
2024-07-14,Iran,Turkey,1,2,Friendly,0
2024-08-02,Sweden,Spain,0,2,Africa Cup of Nations,1
2024-08-02,Iran,USA,2,3,Friendly,0
2024-08-02,Turkey,Mexico,1,0,Nations League,1
2024-08-02,Nigeria,Italy,1,1,World Cup Qualification,0
2024-08-02,Brazil,Italy,0,4,Nations League,1
2024-08-02,Senegal,Croatia,0,1,AFC Asian Cup,0
2024-08-02,Panama,Cameroon,0,0,Copa America,1
2024-08-02,Austria,Uruguay,1,0,UEFA Euro,1
2024-08-02,USA,Poland,1,2,World Cup Qualification,0
2024-08-02,Netherlands,South Africa,0,0,Friendly,0
2024-08-02,Morocco,Portugal,2,0,Copa America,1
2024-08-02,England,Wales,0,0,Nations League,0
2024-08-02,Netherlands,Australia,0,0,Nations League,1
2024-08-02,Costa Rica,Saudi Arabia,2,0,Nations League,1
2024-08-02,Morocco,Tunisia,3,2,AFC Asian Cup,0
2024-08-27,Spain,Senegal,0,2,Friendly,1
2024-08-27,Algeria,Sweden,2,0,Africa Cup of Nations,1
2024-08-27,South Africa,Mexico,0,2,AFC Asian Cup,1
2024-08-27,Netherlands,Sweden,4,3,World Cup Qualification,1
2024-08-27,Ukraine,Uruguay,2,0,Copa America,1
2024-08-27,Uzbekistan,Costa Rica,0,0,AFC Asian Cup,1
2024-08-27,Japan,France,1,0,Copa America,0
2024-08-27,Germany,Netherlands,2,0,Nations League,0
2024-08-27,Switzerland,Poland,2,5,Friendly,1
2024-08-27,Peru,Iran,0,0,UEFA Euro,1
2024-08-27,France,Wales,2,0,World Cup Qualification,0
2024-08-27,Denmark,Turkey,0,0,UEFA Euro,1
2024-08-27,Italy,Austria,2,2,UEFA Euro,1
2024-09-12,Sweden,Colombia,0,0,Nations League,0
2024-09-12,Ecuador,Brazil,0,1,Nations League,1
2024-09-12,Italy,Germany,0,0,Africa Cup of Nations,0
2024-09-12,Denmark,Uzbekistan,2,2,Africa Cup of Nations,1
2024-09-12,South Korea,South Africa,0,1,Nations League,0
2024-09-12,Panama,Senegal,0,0,AFC Asian Cup,1
2024-09-12,Canada,Panama,0,1,Africa Cup of Nations,0
2024-09-12,Italy,Switzerland,1,0,AFC Asian Cup,0
2024-09-12,Ukraine,England,1,3,UEFA Euro,0
2024-09-12,Ukraine,Costa Rica,1,0,World Cup Qualification,0
2024-09-12,Nigeria,Portugal,0,2,Friendly,1
2024-09-12,Senegal,Nigeria,1,4,Copa America,0
2024-09-12,Portugal,New Zealand,0,0,Copa America,1
2024-09-12,France,South Africa,2,0,AFC Asian Cup,1
2024-09-12,South Korea,Saudi Arabia,0,1,AFC Asian Cup,1
2024-09-12,Peru,Brazil,1,1,AFC Asian Cup,0
2024-09-22,Portugal,Jamaica,0,2,Friendly,0
2024-09-22,Spain,Ukraine,0,2,Copa America,0
2024-09-22,Tunisia,Italy,0,1,Copa America,1
2024-09-22,Wales,Uruguay,0,1,AFC Asian Cup,0
2024-09-22,France,Panama,2,0,AFC Asian Cup,0
2024-09-22,France,Senegal,2,0,UEFA Euro,1
2024-09-22,Chile,Qatar,2,2,Copa America,1
2024-09-22,Jamaica,South Africa,0,0,AFC Asian Cup,0
2024-09-22,Turkey,Poland,3,0,Friendly,0
2024-09-22,Mexico,Uruguay,1,0,Nations League,1
2024-09-22,Austria,Uzbekistan,2,1,UEFA Euro,1
2024-09-22,Nigeria,Uruguay,0,0,AFC Asian Cup,1
2024-10-11,Poland,Uruguay,2,0,UEFA Euro,0
2024-10-11,Cameroon,Italy,1,0,Africa Cup of Nations,1
2024-10-11,Sweden,Iran,0,0,Africa Cup of Nations,0
2024-10-11,Chile,Cameroon,4,0,Africa Cup of Nations,1
2024-10-11,Spain,Ukraine,0,1,Africa Cup of Nations,1
2024-10-11,Nigeria,Australia,0,0,Copa America,1
2024-10-11,Costa Rica,Italy,3,1,Africa Cup of Nations,0
2024-10-11,England,Qatar,0,3,World Cup Qualification,1
2024-10-11,Belgium,Denmark,1,0,Copa America,1
2024-10-11,Brazil,Panama,3,0,AFC Asian Cup,1
2024-10-11,South Africa,Turkey,1,0,World Cup Qualification,1
2024-10-11,Iran,Uzbekistan,1,2,Nations League,1
2024-10-11,Switzerland,Morocco,3,1,AFC Asian Cup,1
2024-10-11,Ghana,Chile,0,4,Friendly,0
2024-10-31,Iran,Egypt,0,0,Africa Cup of Nations,0
2024-10-31,Colombia,Austria,0,4,UEFA Euro,1
2024-10-31,Uzbekistan,Belgium,1,0,Africa Cup of Nations,0
2024-10-31,Ecuador,Argentina,4,0,Friendly,1
2024-10-31,Chile,Uzbekistan,1,0,Nations League,0
2024-10-31,Senegal,Netherlands,0,0,Copa America,1
2024-10-31,Sweden,Nigeria,0,0,Africa Cup of Nations,0
2024-10-31,Canada,Poland,2,1,Copa America,0
2024-10-31,Austria,Canada,1,0,UEFA Euro,1
2024-10-31,Iran,South Africa,0,0,Copa America,0
2024-10-31,Tunisia,England,0,2,UEFA Euro,0
2024-10-31,Austria,Mexico,2,3,UEFA Euro,0
2024-11-19,Austria,Costa Rica,0,0,Nations League,0
2024-11-19,Morocco,Panama,1,2,Africa Cup of Nations,0
2024-11-19,Saudi Arabia,Nigeria,2,0,AFC Asian Cup,0
2024-11-19,Germany,Iran,1,0,Africa Cup of Nations,1
2024-11-19,Argentina,England,3,4,Friendly,1
2024-11-19,Algeria,Netherlands,0,0,Copa America,1
2024-11-19,Germany,Saudi Arabia,3,0,UEFA Euro,1
2024-11-19,Croatia,South Africa,0,0,Africa Cup of Nations,1
2024-11-19,Australia,Ukraine,0,1,World Cup Qualification,0
2024-11-19,Nigeria,Canada,0,1,Africa Cup of Nations,0
2024-11-19,Canada,Ukraine,0,3,Africa Cup of Nations,0
2024-11-19,Portugal,Nigeria,1,0,Nations League,1
2024-11-19,Cameroon,Italy,0,0,UEFA Euro,0
2024-11-19,Ukraine,Panama,2,4,Friendly,0
2024-11-19,Austria,Morocco,0,0,Friendly,1
2024-11-19,Poland,Brazil,4,1,World Cup Qualification,1
2024-11-19,Costa Rica,Austria,2,1,Friendly,0
2024-12-06,Italy,Austria,2,0,AFC Asian Cup,0
2024-12-06,Egypt,Brazil,0,2,World Cup Qualification,1
2024-12-06,Germany,Canada,4,0,Nations League,1
2024-12-06,Switzerland,Peru,0,0,UEFA Euro,0
2024-12-06,Saudi Arabia,Iraq,1,0,Africa Cup of Nations,0
2024-12-06,Wales,Denmark,2,0,Africa Cup of Nations,0
2024-12-06,Cameroon,Colombia,0,0,AFC Asian Cup,0
2024-12-06,Costa Rica,Brazil,0,2,World Cup Qualification,0
2024-12-06,Ecuador,Uruguay,0,0,Africa Cup of Nations,1
2024-12-06,Saudi Arabia,Ukraine,0,2,Friendly,0
2024-12-06,Brazil,Peru,0,0,UEFA Euro,0
2024-12-06,Sweden,Spain,0,1,Africa Cup of Nations,0
2024-12-06,Japan,Sweden,0,3,AFC Asian Cup,0
2024-12-06,Egypt,Canada,0,0,Copa America,1
2024-12-26,Spain,Germany,0,0,Nations League,1
2024-12-26,Ghana,Jamaica,0,0,AFC Asian Cup,0
2024-12-26,Germany,Nigeria,0,0,UEFA Euro,0
2024-12-26,Sweden,Qatar,1,0,UEFA Euro,0
2024-12-26,Costa Rica,Switzerland,1,0,Copa America,1
2024-12-26,Nigeria,Italy,4,1,UEFA Euro,1
2024-12-26,Nigeria,South Korea,0,1,Nations League,1
2024-12-26,South Africa,Croatia,3,2,Copa America,0
2024-12-26,Spain,Belgium,3,0,Nations League,0
2024-12-26,Japan,Costa Rica,4,0,World Cup Qualification,1
2024-12-26,Canada,Netherlands,2,0,Africa Cup of Nations,0
2024-12-26,USA,Ghana,2,0,Africa Cup of Nations,1
2024-12-26,Croatia,New Zealand,0,0,Copa America,1
2024-12-26,Colombia,Uruguay,0,0,Friendly,1
2025-01-18,Morocco,Mexico,0,1,World Cup Qualification,0
2025-01-18,Australia,Tunisia,0,0,Copa America,1
2025-01-18,Denmark,USA,0,1,UEFA Euro,1
2025-01-18,Uzbekistan,Australia,2,3,UEFA Euro,1
2025-01-18,South Africa,Poland,1,1,UEFA Euro,0
2025-01-18,New Zealand,Canada,2,0,Africa Cup of Nations,0
2025-01-18,Saudi Arabia,France,2,0,World Cup Qualification,0
2025-01-18,Ukraine,Cameroon,5,0,Friendly,0
2025-01-18,Poland,Turkey,3,1,World Cup Qualification,0
2025-01-18,Panama,Portugal,0,0,Copa America,1
2025-01-18,England,Costa Rica,0,3,UEFA Euro,0
2025-01-18,Poland,South Korea,0,0,World Cup Qualification,1
2025-02-06,Belgium,Costa Rica,0,0,Africa Cup of Nations,1
2025-02-06,Switzerland,Nigeria,1,0,Africa Cup of Nations,1
2025-02-06,Sweden,France,0,4,World Cup Qualification,0
2025-02-06,Croatia,Ukraine,0,1,World Cup Qualification,1
2025-02-06,Japan,Panama,2,2,World Cup Qualification,1
2025-02-06,New Zealand,Egypt,0,0,World Cup Qualification,1
2025-02-06,Ecuador,Cameroon,0,0,UEFA Euro,1
2025-02-06,Japan,Algeria,0,1,Copa America,1
2025-02-06,Uruguay,Nigeria,3,5,World Cup Qualification,0
2025-02-06,Chile,Uruguay,0,0,Africa Cup of Nations,0
2025-02-06,Peru,Morocco,0,3,AFC Asian Cup,1
2025-02-06,Iraq,Argentina,3,0,Africa Cup of Nations,1
2025-02-06,Turkey,Chile,0,0,Copa America,0
2025-02-06,Argentina,South Korea,3,0,World Cup Qualification,0
2025-02-21,Mexico,Panama,0,1,Nations League,1
2025-02-21,Tunisia,Croatia,2,2,Nations League,0
2025-02-21,Senegal,Austria,2,0,Africa Cup of Nations,0
2025-02-21,Iran,Canada,3,0,Friendly,0
2025-02-21,Qatar,Uzbekistan,2,0,Friendly,1
2025-02-21,Peru,Australia,4,0,Africa Cup of Nations,0
2025-02-21,Senegal,Croatia,0,2,World Cup Qualification,1
2025-02-21,Wales,Senegal,2,0,UEFA Euro,1
2025-02-21,Canada,Italy,2,3,Friendly,1
2025-02-21,Cameroon,Egypt,0,4,Copa America,1
2025-02-21,USA,Saudi Arabia,0,2,AFC Asian Cup,1
2025-02-21,Belgium,France,0,1,AFC Asian Cup,0
2025-02-21,Cameroon,Argentina,4,3,Nations League,0
2025-03-14,Senegal,Argentina,0,0,Africa Cup of Nations,0
2025-03-14,Spain,Mexico,0,0,UEFA Euro,0
2025-03-14,Belgium,New Zealand,1,0,Africa Cup of Nations,0
2025-03-14,Australia,Egypt,0,3,UEFA Euro,1
2025-03-14,Cameroon,Morocco,0,0,UEFA Euro,1
2025-03-14,Uzbekistan,Canada,1,3,Friendly,1
2025-03-14,Ukraine,Ecuador,3,0,UEFA Euro,0
2025-03-14,Argentina,Nigeria,1,0,World Cup Qualification,0
2025-03-14,Netherlands,France,4,2,Nations League,1
2025-03-14,Sweden,Iran,0,0,AFC Asian Cup,0
2025-03-14,Iran,Tunisia,1,1,Nations League,1
2025-03-14,Argentina,Chile,1,0,Copa America,1
2025-03-14,England,Cameroon,0,0,Nations League,1
2025-03-14,Chile,Iraq,0,0,Africa Cup of Nations,1
2025-03-14,Turkey,Iraq,0,2,Copa America,1
2025-03-14,Ukraine,Nigeria,3,0,Nations League,0
2025-03-14,Senegal,Australia,0,0,Nations League,0
2025-03-14,Wales,Qatar,0,0,Nations League,1
2025-03-14,Senegal,Belgium,0,1,Copa America,1
2025-03-30,Chile,Ukraine,1,1,AFC Asian Cup,0
2025-03-30,Canada,France,0,2,Copa America,0
2025-03-30,South Africa,Iran,0,1,Nations League,1
2025-03-30,Cameroon,Saudi Arabia,3,0,UEFA Euro,1
2025-03-30,Costa Rica,Italy,0,0,UEFA Euro,0
2025-03-30,Cameroon,Croatia,0,2,Africa Cup of Nations,0
2025-03-30,Uruguay,Germany,1,2,Copa America,0
2025-03-30,Austria,Turkey,3,3,Copa America,1
2025-03-30,Ecuador,Jamaica,3,0,Copa America,1
2025-03-30,Sweden,Tunisia,1,0,AFC Asian Cup,1
2025-03-30,Mexico,Canada,1,2,Nations League,0
2025-03-30,Qatar,South Korea,0,0,Africa Cup of Nations,1
2025-03-30,Iran,Ghana,0,0,World Cup Qualification,0
2025-03-30,Ghana,Tunisia,0,0,Friendly,0
2025-03-30,Saudi Arabia,Wales,2,0,AFC Asian Cup,1
2025-03-30,Egypt,Croatia,1,0,Copa America,0
2025-03-30,Australia,South Africa,2,0,Nations League,1
2025-03-30,South Africa,England,1,0,AFC Asian Cup,0
2025-03-30,Argentina,Costa Rica,1,0,AFC Asian Cup,0
2025-03-30,Canada,South Korea,0,3,Nations League,1
2025-03-30,Netherlands,South Africa,2,0,Friendly,1
2025-03-30,Morocco,Turkey,2,0,Friendly,0
2025-04-12,Argentina,Senegal,0,0,AFC Asian Cup,1
2025-04-12,Canada,Ghana,2,0,World Cup Qualification,0
2025-04-12,Peru,Sweden,3,0,World Cup Qualification,1
2025-04-12,Ecuador,Germany,0,1,Copa America,0
2025-04-12,Jamaica,Portugal,0,1,UEFA Euro,0
2025-04-12,Croatia,Colombia,4,0,UEFA Euro,0
2025-04-12,Tunisia,Croatia,2,0,Nations League,1
2025-04-12,New Zealand,Ukraine,0,1,World Cup Qualification,1
2025-04-12,USA,England,3,0,UEFA Euro,1
2025-04-12,New Zealand,Germany,3,3,Copa America,0
2025-04-12,USA,New Zealand,2,0,Copa America,1
2025-04-12,Sweden,Mexico,2,0,AFC Asian Cup,0
2025-04-12,Chile,Argentina,0,0,Copa America,1
2025-04-22,USA,Chile,1,0,AFC Asian Cup,1
2025-04-22,Spain,Uruguay,1,1,UEFA Euro,1
2025-04-22,Austria,Jamaica,4,0,AFC Asian Cup,1
2025-04-22,Qatar,Peru,2,0,Copa America,1
2025-04-22,Denmark,Chile,1,4,UEFA Euro,0
2025-04-22,Tunisia,Ghana,2,3,Friendly,0
2025-04-22,Belgium,Brazil,0,3,Africa Cup of Nations,0
2025-04-22,Iraq,Algeria,0,0,Nations League,1
2025-04-22,Jamaica,Colombia,0,3,Copa America,0
2025-04-22,Ukraine,Panama,1,0,UEFA Euro,0
2025-04-22,Peru,South Africa,1,2,Nations League,0
2025-04-22,South Africa,Iran,2,0,Friendly,1
2025-04-22,Uruguay,USA,1,0,AFC Asian Cup,1
2025-04-22,Italy,Turkey,0,0,AFC Asian Cup,1
2025-04-22,Jamaica,Colombia,3,3,UEFA Euro,1
2025-04-22,Saudi Arabia,Ecuador,0,0,Copa America,0
2025-05-13,Senegal,Belgium,1,1,UEFA Euro,1
2025-05-13,Iraq,New Zealand,3,0,Friendly,0
2025-05-13,Panama,Turkey,2,4,Africa Cup of Nations,0
2025-05-13,Algeria,Saudi Arabia,0,1,Africa Cup of Nations,1
2025-05-13,Chile,Brazil,1,3,Friendly,1
2025-05-13,Ecuador,Chile,0,0,UEFA Euro,0
2025-05-13,Australia,Poland,1,1,World Cup Qualification,1
2025-05-13,France,Belgium,0,0,UEFA Euro,1
2025-05-13,Brazil,Argentina,0,0,Nations League,0
2025-05-13,Algeria,Croatia,2,0,Nations League,0
2025-05-13,South Korea,Morocco,0,0,UEFA Euro,0
2025-05-13,South Korea,Chile,1,0,UEFA Euro,1
2025-05-13,Uruguay,New Zealand,2,0,Nations League,1
2025-05-13,Mexico,Colombia,1,0,Copa America,0
2025-05-13,Belgium,Sweden,1,2,Copa America,1
2025-05-13,Iran,New Zealand,3,0,UEFA Euro,1
2025-05-13,Iraq,Germany,0,2,UEFA Euro,1
2025-05-13,Cameroon,Wales,2,0,World Cup Qualification,1
2025-05-13,Wales,South Africa,0,0,UEFA Euro,1
2025-05-13,Ghana,Uzbekistan,2,3,Africa Cup of Nations,0
2025-05-13,Jamaica,Morocco,1,3,UEFA Euro,1
2025-05-13,Ukraine,Tunisia,3,0,Friendly,0
2025-05-13,Wales,Nigeria,1,0,Africa Cup of Nations,0
2025-05-13,Iraq,Colombia,0,0,UEFA Euro,0
2025-05-29,Chile,Argentina,0,1,UEFA Euro,0
2025-05-29,England,Ghana,0,0,World Cup Qualification,1
2025-05-29,Portugal,Austria,1,0,AFC Asian Cup,0
2025-05-29,Qatar,Peru,0,0,Copa America,0
2025-05-29,Denmark,Switzerland,2,2,Nations League,0
2025-05-29,Croatia,Iran,0,0,World Cup Qualification,0
2025-05-29,Argentina,Brazil,0,0,Africa Cup of Nations,0
2025-05-29,Algeria,Netherlands,0,1,Africa Cup of Nations,1
2025-05-29,Wales,Australia,2,1,Africa Cup of Nations,0
2025-05-29,South Korea,South Africa,0,2,Africa Cup of Nations,0
2025-05-29,Denmark,Japan,3,2,UEFA Euro,0
2025-05-29,France,Austria,0,0,AFC Asian Cup,1
2025-05-29,Spain,Japan,1,0,Africa Cup of Nations,0
2025-05-29,Algeria,Switzerland,0,0,UEFA Euro,0
2025-05-29,Saudi Arabia,France,1,1,AFC Asian Cup,0
2025-05-29,Colombia,Peru,1,1,UEFA Euro,1
2025-05-29,Wales,Ghana,2,0,AFC Asian Cup,1
2025-05-29,Saudi Arabia,Argentina,0,4,AFC Asian Cup,1
2025-05-29,Ghana,Tunisia,1,0,Friendly,1
2025-05-29,Netherlands,USA,1,0,Africa Cup of Nations,1
2025-05-29,Switzerland,Costa Rica,0,0,Nations League,1
2025-05-29,Saudi Arabia,Iran,0,0,AFC Asian Cup,1
2025-05-29,Switzerland,Ghana,0,0,UEFA Euro,0
2025-05-29,Costa Rica,Tunisia,0,1,UEFA Euro,1
2025-06-21,Ecuador,Australia,0,0,AFC Asian Cup,0
2025-06-21,South Korea,Austria,1,0,UEFA Euro,1
2025-06-21,South Africa,South Korea,3,0,Friendly,0
2025-06-21,Egypt,Algeria,0,0,World Cup Qualification,0
2025-06-21,Cameroon,Senegal,4,1,Copa America,0
2025-06-21,Switzerland,Uzbekistan,1,0,Friendly,1
2025-06-21,Croatia,Canada,2,2,UEFA Euro,1
2025-06-21,USA,Switzerland,3,3,Copa America,0
2025-06-21,USA,Senegal,1,0,AFC Asian Cup,0
2025-06-21,Colombia,Peru,2,0,UEFA Euro,1
2025-06-21,South Africa,Algeria,1,4,UEFA Euro,0
2025-06-21,Turkey,Ukraine,1,1,World Cup Qualification,1
2025-06-21,Switzerland,Nigeria,0,3,Copa America,1
2025-06-21,Colombia,Switzerland,0,0,Nations League,1
2025-06-21,Cameroon,Portugal,0,4,UEFA Euro,1
2025-06-21,Australia,South Korea,0,0,AFC Asian Cup,0
2025-06-21,Switzerland,Belgium,1,0,UEFA Euro,0
